id,path,canonical,transcript,speaker_id,c_norm,t_norm,ph_error
TTT_Nu_6_S00049_71,audio_data/train/TTT_Nu_6_S00049_71.wav,v aː-1 ɲ aː-1 ɗ aː-2 ɓ i-5 v əː-2,v aː-1 ɲ aː-1 ɗ aː-2 ɓ i-5 v əː-2,S00049,v aː-1 ɲ aː-1 ɗ aː-2 ɓ i-5 v əː-2,v aː-1 ɲ aː-1 ɗ aː-2 ɓ i-5 v əː-2,False
MK_7_NU_S0007_49,audio_data/train/MK_7_NU_S0007_49.wav,m uə-1 s w ə-0 nz l eaː-5 ŋ̟z z aː-3,m uə-1 s w ə-0 nz l eaː-5 ŋ̟z z aː-3,S0007,m uə-1 s w ə-0 nz l eaː-5 ŋ̟z z aː-3,m uə-1 s w ə-0 nz l eaː-5 ŋ̟z z aː-3,False
NMA_7_NU_S0002_137,audio_data/train/NMA_7_NU_S0002_137.wav,ɗ a-1 mz t͡ɕ ɔ-0 ŋmz t iə-4 ŋz h ɔ-1,ɗ a-1 mz t͡ɕ ɔ-0 ŋmz t iə-4 ŋz h ɔ-1,S0002,ɗ a-1 mz t͡ɕ ɔ-0 ŋmz t iə-4 ŋz h ɔ-1,ɗ a-1 mz t͡ɕ ɔ-0 ŋmz t iə-4 ŋz h ɔ-1,False
NNM_Nu_6_S00045_22,audio_data/train/NNM_Nu_6_S00045_22.wav,ə-0 iz ɓ ɛ-4 l e-0 t͡ɕ aː-3 m e-0 t i-0 v i-0,ə-0 iz ɓ ɛ-4 l e-0 t͡ɕ aː-3 m e-0 t i-0 v i-0,S00045,ə-0 iz ɓ ɛ-4 l e-0 t͡ɕ aː-3 m e-0 t i-0 v i-0,ə-0 iz ɓ ɛ-4 l e-0 t͡ɕ aː-3 m e-0 t i-0 v i-0,False
HYT_Nu_6_S0005_99,audio_data/train/HYT_Nu_6_S0005_99.wav,ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4 ɓ e-0 z ə-0 nz ɗ i-0 ɗ iə-3 mz,ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4 ɓ e-0 z ə-0 nz ɗ i-0 ɗ iə-3 mz,S0005,ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4 ɓ e-0 z ə-0 nz ɗ i-0 ɗ iə-3 mz,ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4 ɓ e-0 z ə-0 nz ɗ i-0 ɗ iə-3 mz,False
NNM_Nu_6_S00045_65,audio_data/train/NNM_Nu_6_S00045_65.wav,ɲ ɨ-0 ŋz l əː-5 nz u-4 tz t i-0 ŋ̟z x o-0 nz,ɲ ɨ-0 ŋz l əː-5 nz u-4 tz t i-0 ŋ̟z x o-0 nz,S00045,ɲ ɨ-0 ŋz l əː-5 nz u-4 tz t i-0 ŋ̟z x o-0 nz,ɲ ɨ-0 ŋz l əː-5 nz u-4 tz t i-0 ŋ̟z x o-0 nz,False
PTT_7_NU_S0041_62,audio_data/train/PTT_7_NU_S0041_62.wav,tʰ u-0 l aː-1 mz t͡ɕ ɔ-0 t͡ɕ əː-1 iz s eaː-0 ŋ̟z k aː-0 uz t͡ɕ ɔ-0 h ɔ-5 kpz s i-0 ŋ̟z ɲ əː-4 ŋ a-1 iz t ɨ-5 uz t͡ɕ ɨə-1 ŋz,tʰ u-0 l aː-1 mz t͡ɕ ɔ-0 t͡ɕ əː-1 iz s eaː-0 ŋ̟z k aː-0 uz t͡ɕ ɔ-0 h ɔ-5 kpz s i-0 ŋ̟z ɲ əː-4 ŋ a-5 iz t ɨ-5 uz t͡ɕ ɨə-1 ŋz,S0041,tʰ u-0 l aː-1 mz t͡ɕ ɔ-0 t͡ɕ əː-1 iz s eaː-0 ŋ̟z k aː-0 uz t͡ɕ ɔ-0 h ɔ-5 kpz s i-0 ŋ̟z ɲ əː-4 ŋ a-1 iz t ɨ-5 uz t͡ɕ ɨə-1 ŋz,tʰ u-0 l aː-1 mz t͡ɕ ɔ-0 t͡ɕ əː-1 iz s eaː-0 ŋ̟z k aː-0 uz t͡ɕ ɔ-0 h ɔ-5 kpz s i-0 ŋ̟z ɲ əː-4 ŋ a-5 iz t ɨ-5 uz t͡ɕ ɨə-1 ŋz,True
THA_7_NU_S0043_135,audio_data/train/THA_7_NU_S0043_135.wav,ɛ-4 nz ɓ a-0 iz t͡ɕ aː-0 uz k eaː-4 ŋ̟z v ə-2 iz,ɛ-4 nz ɓ a-0 iz t͡ɕ aː-0 uz k eaː-4 ŋ̟z v ə-2 iz,S0043,ɛ-4 nz ɓ a-0 iz t͡ɕ aː-0 uz k eaː-4 ŋ̟z v ə-2 iz,ɛ-4 nz ɓ a-0 iz t͡ɕ aː-0 uz k eaː-4 ŋ̟z v ə-2 iz,False
TTD_7_NAM_S0001_86,audio_data/train/TTD_7_NAM_S0001_86.wav,t͡ɕ a-4 uz ɓ ə-0 iz z əː-1 t əː-4 ɣ əː-5 iz i-0 t͡ɕ ɔ-0 k ə-5 uz ɲ əː-4 l aː-1,t͡ɕ a-4 uz ɓ ə-0 iz z əː-1 t əː-4 ɣ əː-5 iz i-0 t͡ɕ ɔ-0 k ə-5 uz ɲ əː-4 l aː-1,S0001,t͡ɕ a-4 uz ɓ ə-0 iz z əː-1 t əː-4 ɣ əː-5 iz i-0 t͡ɕ ɔ-0 k ə-5 uz ɲ əː-4 l aː-1,t͡ɕ a-4 uz ɓ ə-0 iz z əː-1 t əː-4 ɣ əː-5 iz i-0 t͡ɕ ɔ-0 k ə-5 uz ɲ əː-4 l aː-1,False
TTD_7_NAM_S0001_147,audio_data/train/TTD_7_NAM_S0001_147.wav,k uə-3 t͡ɕ ə-0 uz ɗ ə-4 iz tʰ aː-0 h o-1,k uə-3 t͡ɕ ə-0 uz ɗ ə-4 iz tʰ aː-0 h o-1,S0001,k uə-3 t͡ɕ ə-0 uz ɗ ə-4 iz tʰ aː-0 h o-1,k uə-3 t͡ɕ ə-0 uz ɗ ə-4 iz tʰ aː-0 h o-1,False
PC_7_NAM_S0004_72,audio_data/train/PC_7_NAM_S0004_72.wav,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z m o-0 nz t iə-4 ŋz eaː-0 ŋ̟z,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z m o-0 nz t iə-4 ŋz eaː-0 ŋ̟z,S0004,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z m o-0 nz t iə-4 ŋz eaː-0 ŋ̟z,v i-1 s aː-0 uz ɓ aː-5 nz l aː-5 iz tʰ i-4 k̟z m o-0 nz t iə-4 ŋz eaː-0 ŋ̟z,False
NT_7_NAM_S0009_20,audio_data/train/NT_7_NAM_S0009_20.wav,ɗ o-1 ŋmz ɓ a-1 ŋz v u-1 ŋmz ɗ ə-4 tz z o-5 ŋmz ɓ a-1 ŋz f a-3 ŋz,ɗ o-1 ŋmz ɓ a-1 ŋz v u-1 ŋmz ɗ ə-4 tz z o-5 ŋmz ɓ a-1 ŋz f a-3 ŋz,S0009,ɗ o-1 ŋmz ɓ a-1 ŋz v u-1 ŋmz ɗ ə-4 tz z o-5 ŋmz ɓ a-1 ŋz f a-3 ŋz,ɗ o-1 ŋmz ɓ a-1 ŋz v u-1 ŋmz ɗ ə-4 tz z o-5 ŋmz ɓ a-1 ŋz f a-3 ŋz,False
DNK_7_NU_S0048_94,audio_data/train/DNK_7_NU_S0048_94.wav,t͡ɕ i-0 əː-0 iz z ɨə-5 tʰ ɛ-0 uz ɓ aː-1 iz ɗ ɔ-5 kpz h a-2 iz t aː-3 l aː-5 iz h i-1 ŋ̟z eaː-3 ŋ̟z k uə-3 m o-5 tz l w aː-1 iz t͡ɕ i-0 mz m aː-1 k ə-5 uz tʰ i-4 k̟z,t͡ɕ i-0 əː-0 iz z ɨə-5 tʰ ɛ-0 uz ɓ aː-1 iz ɗ ɔ-5 kpz h a-2 iz t aː-3 l aː-5 iz h i-1 ŋ̟z eaː-3 ŋ̟z k uə-3 m o-5 tz l w aː-1 iz t͡ɕ i-0 mz m aː-1 k ə-5 uz tʰ i-4 k̟z,S0048,t͡ɕ i-0 əː-0 iz z ɨə-5 tʰ ɛ-0 uz ɓ aː-1 iz ɗ ɔ-5 kpz h a-2 iz t aː-3 l aː-5 iz h i-1 ŋ̟z eaː-3 ŋ̟z k uə-3 m o-5 tz l w aː-1 iz t͡ɕ i-0 mz m aː-1 k ə-5 uz tʰ i-4 k̟z,t͡ɕ i-0 əː-0 iz z ɨə-5 tʰ ɛ-0 uz ɓ aː-1 iz ɗ ɔ-5 kpz h a-2 iz t aː-3 l aː-5 iz h i-1 ŋ̟z eaː-3 ŋ̟z k uə-3 m o-5 tz l w aː-1 iz t͡ɕ i-0 mz m aː-1 k ə-5 uz tʰ i-4 k̟z,False
GQM_Nam_6_S0006_44,audio_data/train/GQM_Nam_6_S0006_44.wav,t əː-4 ɗ o-4 k ə-5 uz ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1,t əː-4 ɗ o-4 k ə-5 uz ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1,S0006,t əː-4 ɗ o-4 k ə-5 uz ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1,t əː-4 ɗ o-4 k ə-5 uz ɗ ɔ-4 l aː-1 k ɔ-0 nz ɣ i-1,False
DNK_7_NU_S0048_302,audio_data/train/DNK_7_NU_S0048_302.wav,h eaː-1 ŋ̟z ɗ o-5 ŋmz k uə-3 k aː-4 kz k ə-5 uz ɓ ɛ-4 ɣ ə-0 iz z aː-0 t͡ɕ w iə-5 nz ɗ a-0 uz l ɔ-1 ŋmz,h eaː-1 ŋ̟z ɗ o-5 ŋmz k uə-3 k aː-4 kz k ə-5 uz ɓ ɛ-4 ɣ ə-0 iz z aː-0 t͡ɕ w iə-5 nz ɗ a-0 uz l ɔ-1 ŋmz,S0048,h eaː-1 ŋ̟z ɗ o-5 ŋmz k uə-3 k aː-4 kz k ə-5 uz ɓ ɛ-4 ɣ ə-0 iz z aː-0 t͡ɕ w iə-5 nz ɗ a-0 uz l ɔ-1 ŋmz,h eaː-1 ŋ̟z ɗ o-5 ŋmz k uə-3 k aː-4 kz k ə-5 uz ɓ ɛ-4 ɣ ə-0 iz z aː-0 t͡ɕ w iə-5 nz ɗ a-0 uz l ɔ-1 ŋmz,False
THA_7_NU_S0043_95,audio_data/train/THA_7_NU_S0043_95.wav,k ə-5 uz ɓ ɛ-4 h w i-0 ɓ w o-1 nz ɓ aː-1 ɛ-0 mz s i-0 nz l o-2 iz tʰ ə-1 iz,k ə-5 uz ɓ ɛ-4 h w i-0 ɓ w o-1 nz ɓ aː-1 ɛ-0 mz s i-0 nz l o-2 iz tʰ ə-1 iz,S0043,k ə-5 uz ɓ ɛ-4 h w i-0 ɓ w o-1 nz ɓ aː-1 ɛ-0 mz s i-0 nz l o-2 iz tʰ ə-1 iz,k ə-5 uz ɓ ɛ-4 h w i-0 ɓ w o-1 nz ɓ aː-1 ɛ-0 mz s i-0 nz l o-2 iz tʰ ə-1 iz,False
HYT_Nu_6_S0005_82,audio_data/train/HYT_Nu_6_S0005_82.wav,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,S0005,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,False
THA_7_NU_S0043_139,audio_data/train/THA_7_NU_S0043_139.wav,s a-0 uz x i-0 ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz ɗ ɔ-5 kpz,s a-0 uz x i-0 ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz ɗ ɔ-5 kpz,S0043,s a-0 uz x i-0 ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz ɗ ɔ-5 kpz,s a-0 uz x i-0 ɗ ɔ-5 kpz s ɔ-0 ŋmz ɓ aː-1 iz ɗ ɔ-5 kpz,False
TTD_7_NAM_S0001_158,audio_data/train/TTD_7_NAM_S0001_158.wav,m o-5 tz l aː-1 k ɔ-0 nz t͡ɕ ə-0 uz ɗ ɛ-0 nz l o-0 ŋmz m ɨə-5 tz,m o-5 tz l aː-1 k ɔ-0 nz t͡ɕ ə-0 uz ɗ ɛ-0 nz l o-0 ŋmz m ɨə-5 tz,S0001,m o-5 tz l aː-1 k ɔ-0 nz t͡ɕ ə-0 uz ɗ ɛ-0 nz l o-0 ŋmz m ɨə-5 tz,m o-5 tz l aː-1 k ɔ-0 nz t͡ɕ ə-0 uz ɗ ɛ-0 nz l o-0 ŋmz m ɨə-5 tz,False
GQM_Nam_6_S0006_74,audio_data/train/GQM_Nam_6_S0006_74.wav,n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz k aː-4 kz t͡ɕ u-4 n aː-1 ŋz m w o-4 nz,n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz k aː-4 kz t͡ɕ u-4 n aː-1 ŋz m w o-4 nz,S0006,n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz k aː-4 kz t͡ɕ u-4 n aː-1 ŋz m w o-4 nz,n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 t ə-4 tz k aː-3 k aː-4 kz k aː-4 kz t͡ɕ u-4 n aː-1 ŋz m w o-4 nz,False
HYT_Nu_6_S0005_71,audio_data/train/HYT_Nu_6_S0005_71.wav,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,S0005,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,n ɨə-3 tʰ ə-0 nz t͡ɕ e-0 nz k uə-3 n aː-1 ŋz ɲ ɨ-0 m o-5 tz k o-0 ɓ ɛ-4,False
TTT_Nu_6_S00049_12,audio_data/train/TTT_Nu_6_S00049_12.wav,ɓ aː-5 nz tʰ ə-4 iz t əː-4 ɗ ɔ-5 kpz k ɔ-4 h a-0 iz x o-0 ŋmz,ɓ aː-5 nz tʰ ə-4 iz t əː-4 ɗ ɔ-5 kpz k ɔ-4 h a-0 iz x o-0 ŋmz,S00049,ɓ aː-5 nz tʰ ə-4 iz t əː-4 ɗ ɔ-5 kpz k ɔ-4 h a-0 iz x o-0 ŋmz,ɓ aː-5 nz tʰ ə-4 iz t əː-4 ɗ ɔ-5 kpz k ɔ-4 h a-0 iz x o-0 ŋmz,False
PTT_7_NU_S0041_64,audio_data/train/PTT_7_NU_S0041_64.wav,k aː-4 kz t͡ɕ a-4 uz ɗ e-1 uz k ɔ-4 i-4 k̟z ɗ e-1 uz ɗ aː-4 ŋz iə-0 uz,k aː-4 kz t͡ɕ a-4 uz ɗ e-1 uz k ɔ-4 i-4 k̟z ɗ e-1 uz ɗ aː-4 ŋz iə-0 uz,S0041,k aː-4 kz t͡ɕ a-4 uz ɗ e-1 uz k ɔ-4 i-4 k̟z ɗ e-1 uz ɗ aː-4 ŋz iə-0 uz,k aː-4 kz t͡ɕ a-4 uz ɗ e-1 uz k ɔ-4 i-4 k̟z ɗ e-1 uz ɗ aː-4 ŋz iə-0 uz,False
HYT_Nu_6_S0005_61,audio_data/train/HYT_Nu_6_S0005_61.wav,t əː-4 t͡ɕ ɨə-0 k ə-5 uz aː-0,t əː-4 t͡ɕ ɨə-0 k ə-5 uz aː-0,S0005,t əː-4 t͡ɕ ɨə-0 k ə-5 uz aː-0,t əː-4 t͡ɕ ɨə-0 k ə-5 uz aː-0,False
THA_Nu_6_S00042_133,audio_data/train/THA_Nu_6_S00042_133.wav,aː-0 iz ɗ aː-2 t͡ɕ iə-4 nz tʰ a-4 ŋz v ə-5 iz,aː-0 iz ɗ aː-2 t͡ɕ iə-4 nz tʰ a-4 ŋz v ə-5 iz,S00042,aː-0 iz ɗ aː-2 t͡ɕ iə-4 nz tʰ a-4 ŋz v ə-5 iz,aː-0 iz ɗ aː-2 t͡ɕ iə-4 nz tʰ a-4 ŋz v ə-5 iz,False
PC_7_NAM_S0004_50,audio_data/train/PC_7_NAM_S0004_50.wav,t əː-4 tʰ i-4 k̟z k ɔ-0 nz t͡ɕ ɔ-4 ɓ əː-3 iz n ɔ-4 z u-4 pz z u-4 pz k eaː-0 ŋ̟z k eaː-0 ŋ̟z k eaː-0 ŋ̟z ɲ aː-1 ɗ e-3 ɗ əː-2 t͡ɕ o-5 mz v aː-1 uz,t əː-4 tʰ i-4 k̟z k ɔ-0 nz t͡ɕ ɔ-4 ɓ əː-3 iz n ɔ-4 z u-4 pz z u-4 pz k eaː-0 ŋ̟z k eaː-0 ŋ̟z k eaː-0 ŋ̟z ɲ aː-1 ɗ e-3 ɗ əː-2 t͡ɕ o-5 mz v aː-1 uz,S0004,t əː-4 tʰ i-4 k̟z k ɔ-0 nz t͡ɕ ɔ-4 ɓ əː-3 iz n ɔ-4 z u-4 pz z u-4 pz k eaː-0 ŋ̟z k eaː-0 ŋ̟z k eaː-0 ŋ̟z ɲ aː-1 ɗ e-3 ɗ əː-2 t͡ɕ o-5 mz v aː-1 uz,t əː-4 tʰ i-4 k̟z k ɔ-0 nz t͡ɕ ɔ-4 ɓ əː-3 iz n ɔ-4 z u-4 pz z u-4 pz k eaː-0 ŋ̟z k eaː-0 ŋ̟z k eaː-0 ŋ̟z ɲ aː-1 ɗ e-3 ɗ əː-2 t͡ɕ o-5 mz v aː-1 uz,False
DNK_7_NU_S0048_120,audio_data/train/DNK_7_NU_S0048_120.wav,v i-1 v ə-5 iz x i-0 k ə-1 nz ŋ i-3 n ɔ-4 k ɔ-0 m o-5 tz t͡ɕ ə-0 nz l e-0 nz aː-4 pz s aː-4 tz ɓ u-5 ŋmz,v i-1 v ə-5 iz x i-0 k ə-1 nz ŋ i-3 n ɔ-4 k ɔ-0 m o-5 tz t͡ɕ ə-0 nz l e-0 nz aː-4 pz s aː-4 tz ɓ u-5 ŋmz,S0048,v i-1 v ə-5 iz x i-0 k ə-1 nz ŋ i-3 n ɔ-4 k ɔ-0 m o-5 tz t͡ɕ ə-0 nz l e-0 nz aː-4 pz s aː-4 tz ɓ u-5 ŋmz,v i-1 v ə-5 iz x i-0 k ə-1 nz ŋ i-3 n ɔ-4 k ɔ-0 m o-5 tz t͡ɕ ə-0 nz l e-0 nz aː-4 pz s aː-4 tz ɓ u-5 ŋmz,False
NMA_7_NU_S0002_123,audio_data/train/NMA_7_NU_S0002_123.wav,k ə-0 uz v a-0 nz n aː-1 uz t͡ɕ ɔ-0 ɓ iə-4 tz k ə-0 iz ɗ aː-0 ɗ aː-2 s o-4 ŋmz z ə-4 tz l ə-0 uz,k ə-0 uz v a-0 nz n aː-1 uz t͡ɕ ɔ-0 ɓ iə-4 tz k ə-0 iz ɗ aː-0 ɗ aː-2 s o-4 ŋmz z ə-4 tz l ə-0 uz,S0002,k ə-0 uz v a-0 nz n aː-1 uz t͡ɕ ɔ-0 ɓ iə-4 tz k ə-0 iz ɗ aː-0 ɗ aː-2 s o-4 ŋmz z ə-4 tz l ə-0 uz,k ə-0 uz v a-0 nz n aː-1 uz t͡ɕ ɔ-0 ɓ iə-4 tz k ə-0 iz ɗ aː-0 ɗ aː-2 s o-4 ŋmz z ə-4 tz l ə-0 uz,False
PC_7_NAM_S0004_14,audio_data/train/PC_7_NAM_S0004_14.wav,t͡ɕ u-4 v u-5 tz ɓ a-0 iz l e-0 nz,t͡ɕ u-4 v u-5 tz ɓ a-0 iz l e-0 nz,S0004,t͡ɕ u-4 v u-5 tz ɓ a-0 iz l e-0 nz,t͡ɕ u-4 v u-5 tz ɓ a-0 iz l e-0 nz,False
VTA_Nam_6_S0002_14,audio_data/train/VTA_Nam_6_S0002_14.wav,h o-0 mz t͡ɕ ɨə-4 kz ɛ-0 mz x w aː-4 kz l aː-4 kz t͡ɕ i-5 ɓ ɔ-3 k w aː-0 ɲ ɛ-4,h o-0 mz t͡ɕ ɨə-4 kz ɛ-0 mz x w aː-4 kz l w aː-4 kz t͡ɕ i-5 ɓ ɔ-3 k w aː-0 ɲ ɛ-4,S0002,h o-0 mz t͡ɕ ɨə-4 kz ɛ-0 mz x w aː-4 kz l aː-4 kz t͡ɕ i-5 ɓ ɔ-3 k w aː-0 ɲ ɛ-4,h o-0 mz t͡ɕ ɨə-4 kz ɛ-0 mz x w aː-4 kz l w aː-4 kz t͡ɕ i-5 ɓ ɔ-3 k w aː-0 ɲ ɛ-4,True
NMA_7_NU_S0002_143,audio_data/train/NMA_7_NU_S0002_143.wav,ɓ ɨ-4 kz t͡ɕ eaː-0 ŋ̟z m ɛ-5 m uə-0,ɓ ɨ-4 kz t͡ɕ eaː-0 ŋ̟z m ɛ-5 m uə-0,S0002,ɓ ɨ-4 kz t͡ɕ eaː-0 ŋ̟z m ɛ-5 m uə-0,ɓ ɨ-4 kz t͡ɕ eaː-0 ŋ̟z m ɛ-5 m uə-0,False
NDBA_7_NAM_S0010_119,audio_data/train/NDBA_7_NAM_S0010_119.wav,z ɨ-4 tz l əː-1 iz l aː-2 uz ɓ iə-4 nz tʰ eaː-1 ŋ̟z m o-5 tz k ɔ-0 nz t͡ɕ w o-5 tz ɲ a-4 tz,z ɨ-4 tz l əː-1 iz l aː-2 uz ɓ iə-4 nz tʰ eaː-1 ŋ̟z m o-5 tz k ɔ-0 nz t͡ɕ w o-5 tz ɲ a-4 tz,S0010,z ɨ-4 tz l əː-1 iz l aː-2 uz ɓ iə-4 nz tʰ eaː-1 ŋ̟z m o-5 tz k ɔ-0 nz t͡ɕ w o-5 tz ɲ a-4 tz,z ɨ-4 tz l əː-1 iz l aː-2 uz ɓ iə-4 nz tʰ eaː-1 ŋ̟z m o-5 tz k ɔ-0 nz t͡ɕ w o-5 tz ɲ a-4 tz,False
THA_Nu_6_S00042_25,audio_data/train/THA_Nu_6_S00042_25.wav,z o-1 iz ɓ i-5 t͡ɕ i-1 mz s w o-4 ŋmz,z o-1 iz ɓ i-5 t͡ɕ i-1 mz s w o-4 ŋmz,S00042,z o-1 iz ɓ i-5 t͡ɕ i-1 mz s w o-4 ŋmz,z o-1 iz ɓ i-5 t͡ɕ i-1 mz s w o-4 ŋmz,False
PTT_7_NU_S0041_134,audio_data/train/PTT_7_NU_S0041_134.wav,t əː-4 h ɔ-3 iz k ə-5 uz z ɨə-2 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1,t əː-4 h ɔ-3 iz k ə-5 uz z ɨə-2 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1,S0041,t əː-4 h ɔ-3 iz k ə-5 uz z ɨə-2 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1,t əː-4 h ɔ-3 iz k ə-5 uz z ɨə-2 ɓ w o-3 iz t͡ɕ ɨə-0 h ɛ-1,False
PC_7_NAM_S0004_9,audio_data/train/PC_7_NAM_S0004_9.wav,ɗ ɨ-4 ŋz ɲ i-1 nz m e-0 ŋ̟z m o-0 ŋmz,ɗ ɨ-4 ŋz ɲ i-1 nz m e-0 ŋ̟z m o-0 ŋmz,S0004,ɗ ɨ-4 ŋz ɲ i-1 nz m e-0 ŋ̟z m o-0 ŋmz,ɗ ɨ-4 ŋz ɲ i-1 nz m e-0 ŋ̟z m o-0 ŋmz,False
NMA_7_NU_S0002_191,audio_data/train/NMA_7_NU_S0002_191.wav,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-1 nz ɗ a-1 ŋz s a-0 uz,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-0 nz ɗ a-1 ŋz s a-0 uz,S0002,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-1 nz ɗ a-1 ŋz s a-0 uz,l u-2 k ɔ-0 nz t͡ɕ iə-0 mz t͡ɕ iə-4 pz tʰ ɛ-0 uz l iə-0 nz ɗ a-1 ŋz s a-0 uz,True
MK_7_NU_S0007_122,audio_data/train/MK_7_NU_S0007_122.wav,ŋ a-1 iz s ɨə-0 l w aː-1 iz ŋ ɨə-1 iz,ŋ a-1 iz s ɨə-0 l w aː-1 iz ŋ ɨə-1 iz,S0007,ŋ a-1 iz s ɨə-0 l w aː-1 iz ŋ ɨə-1 iz,ŋ a-1 iz s ɨə-0 l w aː-1 iz ŋ ɨə-1 iz,False
GQM_Nam_6_S0006_98,audio_data/train/GQM_Nam_6_S0006_98.wav,i-0 ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4,i-0 ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4,S0006,i-0 ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4,i-0 ə-0 iz n aː-1 ŋz t iə-0 nz k aː-4,False
NDBA_7_NAM_S0010_103,audio_data/train/NDBA_7_NAM_S0010_103.wav,tʰ e-4 n aː-1 uz ɲ aː-1 v uə-0 k u-2 ŋmz t͡ɕ ɔ-5 ŋmz t ɨə-3 ŋz tʰ ɨə-3 ŋz,tʰ e-4 n aː-1 uz ɲ aː-1 v uə-0 k u-2 ŋmz t͡ɕ ɔ-5 nz t ɨə-3 ŋz tʰ ɨə-3 ŋz,S0010,tʰ e-4 n aː-1 uz ɲ aː-1 v uə-0 k u-2 ŋmz t͡ɕ ɔ-5 ŋmz t ɨə-3 ŋz tʰ ɨə-3 ŋz,tʰ e-4 n aː-1 uz ɲ aː-1 v uə-0 k u-2 ŋmz t͡ɕ ɔ-5 nz t ɨə-3 ŋz tʰ ɨə-3 ŋz,True
NMA_7_NU_S0002_106,audio_data/train/NMA_7_NU_S0002_106.wav,k ɔ-0 nz h ɨə-0 uz k ɔ-0 nz v ɔ-0 iz k ɔ-0 nz t e-0 z aː-4 kz k ɔ-0 nz,k ɔ-0 nz h ɨə-0 uz k ɔ-0 nz v ɔ-0 iz k ɔ-0 nz t e-0 z aː-4 kz k ɔ-0 nz,S0002,k ɔ-0 nz h ɨə-0 uz k ɔ-0 nz v ɔ-0 iz k ɔ-0 nz t e-0 z aː-4 kz k ɔ-0 nz,k ɔ-0 nz h ɨə-0 uz k ɔ-0 nz v ɔ-0 iz k ɔ-0 nz t e-0 z aː-4 kz k ɔ-0 nz,False
