id,path,canonical,transcript,speaker_id
DNK_7_NU_S0048_40,audio_data/train/DNK_7_NU_S0048_40.wav,én bay chao cánh vẫy,én bay chao cánh vẫy,S0048
HYT_Nu_6_S0005_49,audio_data/train/HYT_Nu_6_S0005_49.wav,tớ đọc bài lướt ván nhé,tớ đọc bài lướt ván nhé,S0005
TTD_7_NAM_S0001_142,audio_data/train/TTD_7_NAM_S0001_142.wav,trâu ơi uống nước nhá,trâu ơi uống nước nhá,S0001
DNK_7_NU_S0048_18,audio_data/train/DNK_7_NU_S0048_18.wav,chim én,chim én,S0048
NTM_Nam_6_S00010_16,audio_data/train/NTM_Nam_6_S00010_16.wav,có rá vo gạo,có rá vo gạo,S00010
TPA_Nu_6_S0009_28,audio_data/train/TPA_Nu_6_S0009_28.wav,à tớ biết rồi nhé,à tớ biết rồi nhé,S0009
TPA_Nu_6_S0009_111,audio_data/train/TPA_Nu_6_S0009_111.wav,chỉ bà mẹ ở nhà một mình,chỉ bà mẹ ở nhà một mình,S0009
NMA_7_NU_S0002_49,audio_data/train/NMA_7_NU_S0002_49.wav,vì ở rừng vắng vẻ,vì ở rừng vắng vẻ,S0002
DNK_7_NU_S0048_22,audio_data/train/DNK_7_NU_S0048_22.wav,rủ mùa xuân cùng về,rủ mùa xuân cùng về,S0048
HYT_Nu_6_S0005_18,audio_data/train/HYT_Nu_6_S0005_18.wav,nó luôn liếm chân liếm cổ và nhìn con rất thân thiện,nó luôn liếm chân liếm cổ và nhìn con rất thân thiện,S0005
DNK_7_NU_S0048_124,audio_data/train/DNK_7_NU_S0048_124.wav,chim sẻ sống ở trên cây nên phải bám vào cành cây bằng cả hai chân cho khỏi ngã,chim sẻ sống ở trên cây nên phải bám vào cành cây bằng cả hai chân cho khỏi ngã,S0048
DNK_7_NU_S0048_136,audio_data/train/DNK_7_NU_S0048_136.wav,đó là chim cú,đó là chim cú,S0048
NHM_7_NU_S0006_51,audio_data/train/NHM_7_NU_S0006_51.wav,thế này thế là ông không còn thần gió với ông không còn là kẻ thù của nhau nữa,thế này thế nà ông không còn thần gió với ông không còn là kẻ thù của nhau nữa,S0006
TTT_Nu_6_S00049_61,audio_data/train/TTT_Nu_6_S00049_61.wav,lợn anh bảo là,lợn anh bảo là,S00049
THA_7_NU_S0043_94,audio_data/train/THA_7_NU_S0043_94.wav,bạn huy làm vỡ chậu hoa,bạn huy làm vỡ chậu hoa,S0043
THA_7_NU_S0043_51,audio_data/train/THA_7_NU_S0043_51.wav,qua câu chuyện tớ học được tinh thần kiên trì giàu nghị lực làm hiếu học của nguyễn ngọc ký,qua câu chuyện tớ học được tinh thần kiên trì giàu nghị lực làm hiếu học của nguyễn ngọc ký,S0043
TTD_7_NAM_S0001_169,audio_data/train/TTD_7_NAM_S0001_169.wav,con trâu phải đen này sừng này nước này mặt trời này mặt trăng này,con trâu phải đen này xừng này nước này mặt trời này mặt trăng này,S0001
GQM_Nam_6_S0006_32,audio_data/train/GQM_Nam_6_S0006_32.wav,con tàu đồ bạn chuột út hơn hớn hở kể tiếp với mẹ về con gì,con tàu đồ bạn chuột út hơn hợ kể tiếp với mẹ về con gì,S0006
PTT_7_NU_S0041_145,audio_data/train/PTT_7_NU_S0041_145.wav,bê vì trưa hè rất yên tĩnh,bê vì chưa hè rất yên tĩnh,S0041
TTD_7_NAM_S0001_14,audio_data/train/TTD_7_NAM_S0001_14.wav,mắt đen sáng ngời,mắt đen xáng ngời,S0001
THA_7_NU_S0043_145,audio_data/train/THA_7_NU_S0043_145.wav,xê chim én về để mở hội xuân,xê chim én về để mở hội xuân,S0043
MK_7_NAM_S0005_11,audio_data/train/MK_7_NAM_S0005_11.wav,tớ mời cậu đọc đoạn còn lại của bài về quê,tớ mời cậu đọc đoạn còn lại của bài về quê,S0005
NMA_7_NU_S0002_82,audio_data/train/NMA_7_NU_S0002_82.wav,cáo nhiều mưu kế ngồi trong luận bàn,cáo nhiều mưu kế ngồi trong luận bàn,S0002
DNK_7_NU_S0048_10,audio_data/train/DNK_7_NU_S0048_10.wav,hoa khoe sắp nơi nơi,hoa khoe sắp nơi nơi,S0048
THA_Nu_6_S00042_217,audio_data/train/THA_Nu_6_S00042_217.wav,ngó chị gà đạp đạp rũ rũ lúa,ngó chị gà đạp đạp dũ dũ lúa,S00042
TPA_Nu_6_S0009_26,audio_data/train/TPA_Nu_6_S0009_26.wav,ý bê lũ gà mái ưỡn ngực đi đi lại lại,ý bê lũ gà mái ưỡn ngực đi đi lại lại,S0009
NHM_7_NU_S0006_173,audio_data/train/NHM_7_NU_S0006_173.wav,bước vào cung điện lần nữa mèo nhanh mồm,bước vào cung điện lần nữa mèo nhanh mồm,S0006
NTM_Nam_6_S00010_35,audio_data/train/NTM_Nam_6_S00010_35.wav,có rá vo gạo,có rá vo gạo,S00010
TPA_Nu_6_S0009_87,audio_data/train/TPA_Nu_6_S0009_87.wav,chị hai ơi mẹ chị đang ốm đấy chị hãy về thăm mẹ chị ngay đi,chị hai ơi mẹ chị đang ốm đấy chị hãy về thăm mẹ chị ngay đi,S0009
NHM_7_NU_S0006_188,audio_data/train/NHM_7_NU_S0006_188.wav,khi thấy chàng trai trẻ bảnh bao và khỏe mạnh nhà vua rất vui mừng vị bá tước lên xe ngựa với mình,khi thấy chàng trai trẻ bảnh bao và khỏe mạnh nhà vua rất vui mừng vị bá tước lên xe ngựa với mình,S0006
NT_7_NAM_S0009_7,audio_data/train/NT_7_NAM_S0009_7.wav,ông vào rừng lấy gỗ dựng nhà,ông vào rừng lấy gỗ dựng nhà,S0009
TTT_Nu_6_S00049_72,audio_data/train/TTT_Nu_6_S00049_72.wav,và hai anh đã chạy sang nhà của em út,và hai anh đã chạy sang nhà của em út,S00049
THA_Nu_6_S00042_203,audio_data/train/THA_Nu_6_S00042_203.wav,cả mùa hè ve chỉ ham múa ca,cả mùa hè ve chỉ ham múa ca,S00042
NNM_Nu_6_S00045_93,audio_data/train/NNM_Nu_6_S00045_93.wav,và bắt gặp một con cá sấu to xù,và bắt gặp một con cá sấu to xù,S00045
GQM_Nam_6_S0006_37,audio_data/train/GQM_Nam_6_S0006_37.wav,đó là con mèo,đó là con mèo,S0006
NHM_7_NU_S0006_103,audio_data/train/NHM_7_NU_S0006_103.wav,người thì lên đốc thúc bộ hạ săn thú lạ bắt chim quý,người thì lên đốc thúc bộ hạ xăn thú lạ bắt chim quỳ,S0006
TTT_Nu_6_S00049_1,audio_data/train/TTT_Nu_6_S00049_1.wav,xin chào các bạn,xin chào các bạn,S00049
LDMT_Nam_6_S00047_12,audio_data/train/LDMT_Nam_6_S00047_12.wav,chị đã hứa tìm dép cho em mà,chị đã hứa tìm dép cho em mà,S00047
THA_Nu_6_S00042_20,audio_data/train/THA_Nu_6_S00042_20.wav,tiếng nào có âm xờ,tiếng nào có âm xờ,S00042
GQM_Nam_6_S0006_17,audio_data/train/GQM_Nam_6_S0006_17.wav,nó luôn luôn liếm chân liếm cổ và nhìn con rất thân thiện,nó luôn luôn liếm chân liếm cổ và nhìn con rất thân thiện,S0006
NDBA_7_NAM_S0010_155,audio_data/train/NDBA_7_NAM_S0010_155.wav,bông lào bông nào cũng bũng nấy hạt điều chạm trĩu,bông lào bông nào cũng bũng nấy hạt điều chạm trĩu,S0010
MK_7_NAM_S0005_37,audio_data/train/MK_7_NAM_S0005_37.wav,ờ thế thì khi nào tớ quên thì cậu nhớ nhắc tớ nhá,ờ thế thì khi nào tớ quên thì cậu nhớ nhắc tớ nhá,S0005
DNK_7_NU_S0048_291,audio_data/train/DNK_7_NU_S0048_291.wav,nó bị bắt và cầm tù trong lồng,nó bị bắt và cầm tù trong lồng,S0048
LDMT_Nam_6_S00047_10,audio_data/train/LDMT_Nam_6_S00047_10.wav,ơ đó là em nằm mơ chứ,ơ đó là em nằm mơ chứ,S00047
NPC_7_NU_S0047_5,audio_data/train/NPC_7_NU_S0047_5.wav,đến lượt cậu tớ hỏi,đến lượt cậu tớ hỏi,S0047
NTN_7_NU_S0042_37,audio_data/train/NTN_7_NU_S0042_37.wav,đặc biệt tớ rất ấn tượng với hình ảnh cô hiệu trưởng đánh trống trên sân khấu,đặc biệt tớ rất ấn tượng với hình ảnh cô hiệu trưởng đánh chống trên sân khấu,S0042
TTD_7_NAM_S0001_117,audio_data/train/TTD_7_NAM_S0001_117.wav,giờ cậu tả mèo của nhà cậu,giờ cậu tả mèo của nhà cậu,S0001
NNM_Nu_6_S00045_80,audio_data/train/NNM_Nu_6_S00045_80.wav,khi sói đến nhà lợn anh,khi sói đến nhà lợn anh,S00045
DNK_7_NU_S0048_294,audio_data/train/DNK_7_NU_S0048_294.wav,hai cậu bé bắt chim vào lồng nhưng lại không nhớ cho chim uống nước,hai cậu bé bắt chim vào lồng nhưng lại không nhớ cho chim uống nước,S0048
THA_7_NU_S0043_32,audio_data/train/THA_7_NU_S0043_32.wav,vừa đi vừa khóc mấy hôm sau cô đến nhà ký,vừa đi vừa khóc mấy hôm sau cô đến nhà ký,S0043
NMA_7_NU_S0002_165,audio_data/train/NMA_7_NU_S0002_165.wav,vì sao bạn nhỏ nghĩ rằng đó là bức tranh vẽ về quê của mình,vì xao bạn nhỏ nghĩ rằng đó là bức tranh vẽ về quê của mình,S0002
VTA_Nam_6_S0002_45,audio_data/train/VTA_Nam_6_S0002_45.wav,nó còn lên chức đội trưởng,nó còn lên chức đội trưởng,S0002
THA_7_NU_S0043_259,audio_data/train/THA_7_NU_S0043_259.wav,một hôm chú sẻ được các bạn,một hôm chú sẻ được các bạn,S0043
THA_Nu_6_S00042_126,audio_data/train/THA_Nu_6_S00042_126.wav,thỏ nghĩ rùa sẽ thua,thỏ nghĩ rùa sẽ thua,S00042
NDBA_7_NAM_S0010_98,audio_data/train/NDBA_7_NAM_S0010_98.wav,trong khi chàng trai trẻ lên xe ngựa của nhà vua thì mèo đã phóng đi trước đến một cánh đồng lớn,trong khi chàng trai trẻ lên xe ngựa của nhà vua thì mèo đã phóng đi trước đến một cánh đồng lớn,S0010
NMA_7_NU_S0002_232,audio_data/train/NMA_7_NU_S0002_232.wav,nàng sinh ra một cái bọc trứng nở ra một trăm người con lớn nhanh như thổi khoẻ như thần,nàng xinh ra một cái bọc trứng nở ra một trăm người con lớn nhanh như thổi khoẻ như thần,S0002
THA_Nu_6_S0001_130,audio_data/train/THA_Nu_6_S0001_130.wav,con thưa cô là vì sẻ mẹ thấy các con rất yêu thương nhau ạ,con thưa cô là vì sẻ mẹ thấy các con dất yêu thương nhau ạ,S0001
THA_Nu_6_S00042_172,audio_data/train/THA_Nu_6_S00042_172.wav,không được mở cửa,không được mở cửa,S00042
HYT_Nu_6_S0005_31,audio_data/train/HYT_Nu_6_S0005_31.wav,con thú đó rất hiền,con thú đó rất hiền,S0005
HYT_Nu_6_S0005_26,audio_data/train/HYT_Nu_6_S0005_26.wav,nó quát to làm chuột con rất sợ,nó quát to làm chuột con rất sợ,S0005
NMA_7_NU_S0002_176,audio_data/train/NMA_7_NU_S0002_176.wav,bắc thang bẻ ổi chín vàng trên cây,bắc thang bẻ ổi chín vàng trên cây,S0002
TTD_7_NAM_S0001_44,audio_data/train/TTD_7_NAM_S0001_44.wav,rồi bây giờ thì chúng mình cùng đọc chỗ cái phần này nhá,rồi bây giờ thì chúng mình cùng đọc chỗ cái phần này nhá,S0001
NHM_7_NU_S0006_137,audio_data/train/NHM_7_NU_S0006_137.wav,bây giờ đến lượt mình đọc nhá bạn,bây giờ đến lượt mình đọc nhá bạn,S0006
NHM_7_NU_S0006_72,audio_data/train/NHM_7_NU_S0006_72.wav,cửu long chính là một dòng sông lớn chảy qua nhiều tỉnh ở miền nam nước ta,cửu long chính là một dòng xông lớn chảy qua nhiều tỉnh ở miền nam nước ta,S0006
THA_7_NU_S0043_110,audio_data/train/THA_7_NU_S0043_110.wav,tớ hỏi cậu chuyện gì xảy ra ngoài hành lang khi thầy giáo đang viết bài,tớ hỏi cậu chuyện gì xảy ra ngoài hành lang khi thầy giáo đang viết bài,S0043
THA_Nu_6_S00042_14,audio_data/train/THA_Nu_6_S00042_14.wav,sẻ bố đã nói gì để sẻ con không sợ nữa,sẻ bố đã nói gì để sẹ con không sợ nữa,S00042
THA_Nu_6_S00042_50,audio_data/train/THA_Nu_6_S00042_50.wav,hổ nhờ thỏ kê ti vi,hổ nhờ thỏ kê ti vi,S00042
THA_Nu_6_S00042_114,audio_data/train/THA_Nu_6_S00042_114.wav,củ từ lá thư cử tạ,củ từ lá thư cử tạ,S00042
TTD_7_NAM_S0001_151,audio_data/train/TTD_7_NAM_S0001_151.wav,là lời của tác giả viết về con trâu,là lời của tác giả viết về con trâu,S0001
GQM_Nam_6_S0006_59,audio_data/train/GQM_Nam_6_S0006_59.wav,tú anh ơi cậu đã được đi biển chưa,tú anh ơi cậu đã được đi biển chưa,S0006
THA_Nu_6_S00042_15,audio_data/train/THA_Nu_6_S00042_15.wav,sẻ ca ri vi nam quà quà,sẻ ca ri vi nam quà quà,S00042
PC_7_NAM_S0004_27,audio_data/train/PC_7_NAM_S0004_27.wav,đàn cò đàn cò hạ cánh reo mừng,đàn cò đàn cò hạ cánh reo mừng,S0004
THA_Nu_6_S00042_95,audio_data/train/THA_Nu_6_S00042_95.wav,chị chõ chỉ chó,chị chõ chỉ chó,S00042
TTT_Nu_6_S00049_3,audio_data/train/TTT_Nu_6_S00049_3.wav,bé lê mê ti vi,bé lê mê ti vi,S00049
TPA_Nu_6_S0009_189,audio_data/train/TPA_Nu_6_S0009_189.wav,nàng đành kể với vua cha về chuyện nàng đã hứa với ếch,nàng đành kể với vua cha về chuyện nàng đã hứa với ếch,S0009
NDBA_7_NAM_S0010_83,audio_data/train/NDBA_7_NAM_S0010_83.wav,chủ nhân tôi xin gửi tới ngài lời chào mừng cùng món quà biếu này,chủ nhân tôi xin gửi tới ngài lời chào mừng cùng món quà biếu này,S0010
THA_Nu_6_S00042_65,audio_data/train/THA_Nu_6_S00042_65.wav,đố bạn tìm tiếng nào có âm thờ,đố bạn tìm tiếng nào có âm thờ,S00042
NTN_7_NU_S0042_54,audio_data/train/NTN_7_NU_S0042_54.wav,cô dạy em tập viết,cô dạy em tập viết,S0042
NDBA_7_NAM_S0010_25,audio_data/train/NDBA_7_NAM_S0010_25.wav,cậu có thể kể cho tớ bài này lại được không,cậu có thể kể cho tớ bài này lại được không,S0010
NHM_7_NU_S0006_122,audio_data/train/NHM_7_NU_S0006_122.wav,đó là những sản phẩm của trời đất ban cho,đó là những xản phẩm của trời đất ban cho,S0006
LDMT_Nam_6_S00047_21,audio_data/train/LDMT_Nam_6_S00047_21.wav,về nhà khỉ chả có thứ quả gì như đã hứa,về nhà khỉ chả có thứ quả gì như đã hứa,S00047
NHM_7_NU_S0006_134,audio_data/train/NHM_7_NU_S0006_134.wav,hùng vương thứ sáu bèn truyền ngôi cho lang liêu và đặt hai thứ bánh ấy bánh hình tròn tượng trưng cho bánh trời là giày bánh hình vuông tượng trưng cho đất là bánh chưng,hùng vương thứ xáu bèn truyền ngôi cho lang liêu và đặt hai thứ bánh ấy bánh hình tròn tượng trưng cho bánh trời là giày bánh hình vuông tượng trưng cho đất là bánh chưng,S0006
DNK_7_NU_S0048_8,audio_data/train/DNK_7_NU_S0048_8.wav,rau xum xuê nương bãi,rau xum xuê lương bãi,S0048
NDBA_7_NAM_S0010_67,audio_data/train/NDBA_7_NAM_S0010_67.wav,nó đã có kế hoạch tuyệt vời,nó đã có kế hoạch tuyệt vời,S0010
THA_7_NU_S0043_111,audio_data/train/THA_7_NU_S0043_111.wav,khi thầy giáo đang viết bài thì chậu hoa bị rơi vỡ,khi thầy giáo đang viết bài thì chậu hoa bị rơi vỡ,S0043
DNK_7_NU_S0048_298,audio_data/train/DNK_7_NU_S0048_298.wav,bỏ vào lồng sơn ca,bỏ vào lồng sơn ca,S0048
DNK_7_NU_S0048_47,audio_data/train/DNK_7_NU_S0048_47.wav,chọn ý đúng,chọn ý đúng,S0048
THA_7_NU_S0043_116,audio_data/train/THA_7_NU_S0043_116.wav,cậu có thích cách giải quyết sự việc của thầy giáo không,cậu có thích cách giải quyết sự việc của thầy giáo không,S0043
NHM_7_NU_S0006_87,audio_data/train/NHM_7_NU_S0006_87.wav,nước dâng lên cuồn cuộn,nước dâng lên cuồn cuộn,S0006
NDBA_7_NAM_S0010_122,audio_data/train/NDBA_7_NAM_S0010_122.wav,mèo đã đứng đợ sẵn ở trước cổng và reo lên,mèo đã đứng đợ sẵn ở trước cổng và deo lên,S0010
TTD_7_NAM_S0001_65,audio_data/train/TTD_7_NAM_S0001_65.wav,tớ đọc đoạn một cậu đọc đoạn hai tớ đọc đoạn ba,tớ đọc đoạn một cậu đọc đoạn hai tớ đọc đoạn ba,S0001
PTT_7_NU_S0041_93,audio_data/train/PTT_7_NU_S0041_93.wav,cả buổi trưa hè,cả buổi trưa hè,S0041
TTD_7_NAM_S0001_176,audio_data/train/TTD_7_NAM_S0001_176.wav,trâu ơi ta bảo trâu này,trâu ơi ta bảo trâu này,S0001
TTD_7_NAM_S0001_125,audio_data/train/TTD_7_NAM_S0001_125.wav,anh tớ tên là thái còn chị tớ tên là giang,anh tớ tên là thái còn chị tớ tên là giang,S0001
PTT_7_NU_S0041_79,audio_data/train/PTT_7_NU_S0041_79.wav,nhìn con mắt lá,nhìn con mắt lá,S0041
THA_Nu_6_S00042_19,audio_data/train/THA_Nu_6_S00042_19.wav,tiếng sổ tiếng xi tiếng sẻ,tiếng sổ tiếng xi tiếng dẻ,S00042
DNK_7_NU_S0048_173,audio_data/train/DNK_7_NU_S0048_173.wav,đàn cò bác bồ nông chú bói cá bày chim cu đứng im như tượng đá hạ cánh reo mừng gật gù ca hát,đàn cò bác bồ nông chú bói cá bày chim cu đứng im như tượng đá hạ cánh reo mừng gật gù ca hát,S0048
NNM_Nu_6_S00045_94,audio_data/train/NNM_Nu_6_S00045_94.wav,đang nằm ở đó,đang nằm ở đó,S00045
THA_Nu_6_S00042_189,audio_data/train/THA_Nu_6_S00042_189.wav,giờ tớ sẽ kể cho cậu câu chuyện chia quà,giờ tớ sẽ kể cho cậu câu chuyện chia quà,S00042
THA_Nu_6_S00042_140,audio_data/train/THA_Nu_6_S00042_140.wav,bê tớ nối với 1 vì rùa chả sợ gì rùa chả sợ thi,bê tớ nối với 1 vì rùa chả sợ gì rùa chả sợ thi,S00042
LDMT_Nam_6_S00047_11,audio_data/train/LDMT_Nam_6_S00047_11.wav,khi em mơ có chị ở đó,khi em mơ có chị ở đó,S00047
DNK_7_NU_S0048_229,audio_data/train/DNK_7_NU_S0048_229.wav,thấy sơn ca đói khát,thấy sơn ca đói khát,S0048
MK_7_NU_S0007_28,audio_data/train/MK_7_NU_S0007_28.wav,có gì ngẫm nghĩ,có gì ngẫm nghĩ,S0007
THA_Nu_6_S00042_121,audio_data/train/THA_Nu_6_S00042_121.wav,bữa đó thỏ ra bờ hồ,bữa đó thỏ ra bờ hồ,S00042
TPA_Nu_6_S0009_4,audio_data/train/TPA_Nu_6_S0009_4.wav,sáng sáng gà trống gáy vang,xáng xáng gà trống gáy vang,S0009
GQM_Nam_6_S0006_25,audio_data/train/GQM_Nam_6_S0006_25.wav,nó nó quá to làm chuột con sợ làm trẻ con rất sợ,nó nó quá to làm chuột con xợ làm trẻ con rất xợ,S0006
PC_7_NAM_S0004_54,audio_data/train/PC_7_NAM_S0004_54.wav,tớ nên không nên săn bắt và không nên ăn thịt chúng,tớ nên không nên xăn bắt và không nên ăn thịt chúng,S0004
DNK_7_NU_S0048_87,audio_data/train/DNK_7_NU_S0048_87.wav,chi ơi cậu trả lời giúp tớ câu này nhé,chi ơi cậu trả lời giúp tớ câu này nhé,S0048
NT_7_NAM_S0009_11,audio_data/train/NT_7_NAM_S0009_11.wav,đêm ấy thần gió đến đập cửa thét,đêm ấy thần gió đến đập cửa thét,S0009
NMA_7_NU_S0002_47,audio_data/train/NMA_7_NU_S0002_47.wav,bộ phận ấy có đặc điểm gì,bộ phận ấy có đặc điểm gì,S0002
PC_7_NAM_S0004_136,audio_data/train/PC_7_NAM_S0004_136.wav,ở trường ra chơi tớ thường đọc truyện và nói chuyện với các bạn,ở trường da chơi tớ thường đọc truyện và nói chuyện với các bạn,S0004
TTT_Nu_6_S00049_25,audio_data/train/TTT_Nu_6_S00049_25.wav,bé lê chả mê ti vi,bé lê chả mê ti vi,S00049
PC_7_NAM_S0004_39,audio_data/train/PC_7_NAM_S0004_39.wav,trong các loài chim cậu thích nhất là loài chim nào,trong các loài chim cậu thích nhất là loài chim nào,S0004
DNK_7_NU_S0048_123,audio_data/train/DNK_7_NU_S0048_123.wav,vì sao chim sẻ thường nhảy mà không đi,vì sao chim sẻ thường nhảy mà không đi,S0048
DNK_7_NU_S0048_252,audio_data/train/DNK_7_NU_S0048_252.wav,chim sơn ca và bông cúc trắng,chim sơn ca và bông cúc trắng,S0048
GQM_Nam_6_S0006_57,audio_data/train/GQM_Nam_6_S0006_57.wav,gần trưa ba bạn về nhà,gần trưa ba bạn về nhà,S0006
NTN_7_NU_S0042_39,audio_data/train/NTN_7_NU_S0042_39.wav,tiếng trống bắt đầu một năm học mới,tiếng chống bắt đầu một năm học mới,S0042
TPA_Nu_6_S0009_86,audio_data/train/TPA_Nu_6_S0009_86.wav,thấy cô hai đang xe chỉ sóc con bảo,thấy cô hai đang xe chỉ xóc con bảo,S0009
NDBA_7_NAM_S0010_44,audio_data/train/NDBA_7_NAM_S0010_44.wav,nó hay leo trèo ở trên cành cây này sang cành cây nọ,nó hay leo trèo ở trên cành cây này xang cành cây nọ,S0010
NMA_7_NU_S0002_210,audio_data/train/NMA_7_NU_S0002_210.wav,dù ai đi ngược về xuôi,dù ai đi ngược về xuôi,S0002
PTT_7_NU_S0041_11,audio_data/train/PTT_7_NU_S0041_11.wav,cô nàng hạ tinh nghịch xen vào,cô nàng hạ tinh nghịch sen vào,S0041
THA_Nu_6_S00042_127,audio_data/train/THA_Nu_6_S00042_127.wav,nó la cà nhá cỏ nhá dưa,nó la cà nhá cỏ nhá dưa,S00042
MK_7_NAM_S0005_18,audio_data/train/MK_7_NAM_S0005_18.wav,thế quê cậu ở đâu,thế quê cậu ở đâu,S0005
TTD_7_NAM_S0001_166,audio_data/train/TTD_7_NAM_S0001_166.wav,trâu đen,trâu đen,S0001
NTN_7_NU_S0042_77,audio_data/train/NTN_7_NU_S0042_77.wav,cô giáo lớp em,cô giáo lớp em,S0042
GQM_Nam_6_S0006_23,audio_data/train/GQM_Nam_6_S0006_23.wav,thơ đầu bạn nhìn dạng của nó sẽ thế nào,thơ đầu bạn nhìn dạng của nó sẽ thế nào,S0006
NTM_Nam_6_S00010_13,audio_data/train/NTM_Nam_6_S00010_13.wav,bắt trai bỏ giỏ,bắt trai bỏ giỏ,S00010
NMA_7_NU_S0002_86,audio_data/train/NMA_7_NU_S0002_86.wav,chú thỏ nhanh nhẹn giao liên tài tình,chú thỏ nhanh nhẹn giao liên tài tình,S0002
NDBA_7_NAM_S0010_76,audio_data/train/NDBA_7_NAM_S0010_76.wav,đứng lại đi đâu,đứng lại đi đâu,S0010
TTT_Nu_6_S00049_69,audio_data/train/TTT_Nu_6_S00049_69.wav,sói tức giận và,sói tức giận và,S00049
THA_Nu_6_S00042_33,audio_data/train/THA_Nu_6_S00042_33.wav,mắc thật săn nhột quá người đau hết cả bụng,mắc thật săn nhột quá người đau hết cả bụng,S00042
PC_7_NAM_S0004_6,audio_data/train/PC_7_NAM_S0004_6.wav,nơi đầy hoa trắng,nơi đầy hoa trắng,S0004
NMA_7_NU_S0002_265,audio_data/train/NMA_7_NU_S0002_265.wav,nhà vua khen và ban thưởng cho quốc toản như thế nào,nhà vua khen và ban thưởng cho quốc toản như thế nào,S0002
NHM_7_NU_S0006_4,audio_data/train/NHM_7_NU_S0006_4.wav,về sau nhiều người về đồng bằng và ven biển sinh sống,về xau nhiều người về đồng bằng và ven biển xinh xống,S0006
DNK_7_NU_S0048_267,audio_data/train/DNK_7_NU_S0048_267.wav,cúc toả hương thơm ngào ngạt an ủi,cúc toả hương thơm ngào ngạt an ủi,S0048
DNK_7_NU_S0048_84,audio_data/train/DNK_7_NU_S0048_84.wav,hội nhà chim đủ các loại đủ các màu sắc ríu rít,hội nhà chim đủ các loại đủ các màu sắc ríu rít,S0048
NNM_Nu_6_S00045_159,audio_data/train/NNM_Nu_6_S00045_159.wav,tớ đố bạn tiếng nào có vần om,tớ đố bạn tiếng nào có vần om,S00045
NHM_7_NU_S0006_113,audio_data/train/NHM_7_NU_S0006_113.wav,không có gì thay thế được lúa gạo,không có gì thay thế được lúa gạo,S0006
GQM_Nam_6_S0006_21,audio_data/train/GQM_Nam_6_S0006_21.wav,tớ đố bạn tại sao chuột út lại buồn,tớ đố bạn tại sao chuột út lại buồn,S0006
NHM_7_NU_S0006_187,audio_data/train/NHM_7_NU_S0006_187.wav,ngài lập tức lệnh cho một tên hầu đến giúp anh chàng kia khỏi hồ rồi mang một quần một bộ quần áo mới cho chàng mặc,ngài lập tức lệnh cho một tên hầu đến giúp anh chàng kia khỏi hồ dồi mang một quần một bộ quần áo mới cho chàng mặc,S0006
NMA_7_NU_S0002_151,audio_data/train/NMA_7_NU_S0002_151.wav,hôm nào mẹ gặt,hôm nào mẹ gật,S0002
MK_7_NU_S0007_16,audio_data/train/MK_7_NU_S0007_16.wav,các em biết xoạc cho các em dẻo,các em biết xoạc cho các em dẻo,S0007
TPA_Nu_6_S0009_102,audio_data/train/TPA_Nu_6_S0009_102.wav,để tớ kể lại cho bạn nghe nhé,để tớ kể lại cho bạn nghe nhé,S0009
NTM_Nam_6_S00010_22,audio_data/train/NTM_Nam_6_S00010_22.wav,cậu đọc cho tớ nghe đi,cậu đọc cho tớ nghe đi,S00010
TTD_7_NAM_S0001_108,audio_data/train/TTD_7_NAM_S0001_108.wav,trong tranh ảnh con vật đang làm gì,trong tranh ảnh con vật đang làm gì,S0001
NDBA_7_NAM_S0010_107,audio_data/train/NDBA_7_NAM_S0010_107.wav,họ đã khiến nhà vua rất ấn tượng,họ đã khiến nhà vua rất ấn tượng,S0010
PTT_7_NU_S0041_149,audio_data/train/PTT_7_NU_S0041_149.wav,thảo ơi cậu có thích mùa hè không,thảo ơi cậu có thích mùa hè không,S0041
TPA_Nu_6_S0009_16,audio_data/train/TPA_Nu_6_S0009_16.wav,nghe tiếng gáy ai cũng tỉnh giấc,nghe tiếng gáy ai cũng tỉnh giấc,S0009
TTD_7_NAM_S0001_17,audio_data/train/TTD_7_NAM_S0001_17.wav,các từ nói lên trả lời cho câu hỏi nào trong câu trên,các từ nói lên trả lời cho câu hỏi nào trong câu trên,S0001
MK_7_NAM_S0005_9,audio_data/train/MK_7_NAM_S0005_9.wav,chó mèo cứ quẩn chân người,chó mèo cứ quẩn chân người,S0005
VTA_Nam_6_S0002_44,audio_data/train/VTA_Nam_6_S0002_44.wav,nhưng vì có tài mèo vẫn được giữ lại,nhưng vì có tài mèo vẫn được giữ lại,S0002
NHM_7_NU_S0006_95,audio_data/train/NHM_7_NU_S0006_95.wav,ngày xưa ở nước ta trong số các con của vua hùng vương thứ sáu có một hoàng tử là lang liêu,ngày xưa ở nước ta trong xố các con của vua hùng vương thứ xáu có một hoàng tử là lang liêu,S0006
LDMT_Nam_6_S00047_41,audio_data/train/LDMT_Nam_6_S00047_41.wav,cả lũ kể lể rôm rả,cả lũ kể lể rôm rả,S00047
TTT_Nu_6_S00049_35,audio_data/train/TTT_Nu_6_S00049_35.wav,chúng mình cùng nhau tìm tiếng có vần ấp nhé,chúng mình cùng nhau tìm tiếng có vần ấp nhé,S00049
